Driver ID,Name,Age,Gender,Years of Driving Experience,Location,Occupation,Marital Status,Socioeconomic Status,Driver's License,Accident Type,Accident Location,Date,Time,Weather Conditions,Road Conditions,Accident Severity,Average Speed,Traffic Signal Violations,Distracted Driving Frequency,Traffic Violations,Training Programs,Training Hours,Certifications,Vehicle Type,Vehicle Make,Vehicle Model,Vehicle Year,Road Type,Speed Limit,Traffic Signs Present,Road Conditions,Distance Traveled (km),Seatbelt Usage
959,Ahmed Raza,39,Male,18,Karachi,Businessman,Married,Upper Class,DL-63927,Rear-end,Main Road,12/14/2017,10:45,Sunny,Dry,Minor,55,1,High,6,Defensive Driving,15,Defensive Driving,Hatchback,Suzuki,Swift,2020,Urban,40,Yes,Good,35,Yes
960,Sania Khan,29,Female,8,Karachi,Lawyer,Single,Middle Class,DL-86249,Rear-end,Main Road,10/24/2018,12:30,Sunny,Dry,Major,70,2,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Corolla,2021,Urban,50,Yes,Good,25,Yes
961,Kamran Ali,37,Male,15,Islamabad,Engineer,Married,Upper Middle Class,DL-83412,Side-swipe,City Intersection,3/16/2019,11:15,Sunny,Dry,Minor,50,0,Low,3,Defensive Driving,10,Defensive Driving,SUV,Toyota,Fortuner,2021,Urban,60,Yes,Good,30,Yes
962,Saba Malik,33,Female,12,Lahore,Accountant,Single,Middle Class,DL-53971,Rear-end,Main Road,11/29/2018,9:45,Sunny,Dry,Major,70,1,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Civic,2021,Urban,50,Yes,Good,27,Yes
963,Imran Khan,38,Male,16,Islamabad,Businessman,Married,Upper Class,DL-24139,Rear-end,Main Road,05/06/2020,14:30,Sunny,Dry,Major,70,0,Moderate,2,Defensive Driving,8,Defensive Driving,Sedan,Honda,Accord,2021,Urban,50,Yes,Good,30,Yes
964,Ayesha Ahmed,32,Female,10,Karachi,Accountant,Single,Middle Class,DL-32813,Side-swipe,City Intersection,01/04/2020,11:00,Sunny,Dry,Minor,60,2,Low,4,Defensive Driving,12,Defensive Driving,Hatchback,Suzuki,Swift,2020,Urban,40,Yes,Good,28,Yes
965,Ahmed Raza,39,Male,18,Lahore,Doctor,Married,Upper Middle Class,DL-46217,Rear-end,Main Road,7/31/2017,9:45,Sunny,Dry,Major,70,1,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Toyota,Corolla,2021,Urban,50,Yes,Good,24,Yes
966,Sana Khan,27,Female,7,Karachi,Engineer,Single,Middle Class,DL-68193,Side-swipe,City Intersection,2/20/2019,8:30,Foggy,Wet,Major,65,2,High,7,Defensive Driving,12,Defensive Driving,SUV,Toyota,Prado,2022,Urban,60,Yes,Moderate,38,Yes
967,Ayesha Ali,30,Female,9,Islamabad,Accountant,Single,Middle Class,DL-62815,Rear-end,Main Road,8/18/2020,13:45,Sunny,Dry,Minor,55,0,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Civic,2021,Urban,50,Yes,Good,27,Yes
968,Farhan Ahmed,40,Male,17,Lahore,Businessman,Married,Upper Class,DL-12369,Rear-end,Main Road,06/05/2018,10:00,Sunny,Dry,Major,75,1,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Corolla,2020,Urban,50,Yes,Good,35,Yes
969,Sana Malik,34,Female,13,Karachi,Engineer,Single,Middle Class,DL-31947,Head-on,Highway,9/24/2022,16:15,Cloudy,Wet,Major,70,2,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Camry,2021,Urban,50,Yes,Good,32,Yes
970,Fahad Khan,37,Male,15,Islamabad,Businessman,Married,Upper Class,DL-32917,Side-swipe,City Intersection,04/12/2018,11:15,Sunny,Dry,Minor,50,0,Low,3,Defensive Driving,10,Defensive Driving,SUV,Toyota,Prado,2021,Urban,60,Yes,Good,30,Yes
971,Zoya Ahmed,33,Female,12,Lahore,Accountant,Single,Middle Class,DL-42193,Rear-end,Main Road,6/16/2015,9:30,Sunny,Dry,Major,70,1,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Accord,2020,Urban,50,Yes,Good,22,Yes
972,Ahmed Raza,39,Male,18,Karachi,Businessman,Married,Upper Class,DL-62943,Rear-end,Main Road,11/10/2021,10:45,Sunny,Dry,Minor,55,1,High,6,Defensive Driving,15,Defensive Driving,Hatchback,Suzuki,Swift,2020,Urban,40,Yes,Good,35,Yes
973,Sania Khan,29,Female,8,Karachi,Lawyer,Single,Middle Class,DL-72658,Rear-end,Main Road,2/26/2019,12:30,Sunny,Dry,Major,70,2,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Corolla,2021,Urban,50,Yes,Good,25,Yes
974,Kamran Ali,37,Male,15,Islamabad,Engineer,Married,Upper Middle Class,DL-93412,Side-swipe,City Intersection,09/04/2018,11:15,Sunny,Dry,Minor,50,0,Low,3,Defensive Driving,10,Defensive Driving,SUV,Toyota,Fortuner,2021,Urban,60,Yes,Good,30,Yes
975,Saba Malik,33,Female,12,Lahore,Accountant,Single,Middle Class,DL-78312,Rear-end,Main Road,07/07/2020,9:45,Sunny,Dry,Major,70,1,Low,3,Defensive Driving,8,Defensive Driving,Sedan,Toyota,Corolla,2021,Urban,50,Yes,Good,24,Yes
976,Imran Khan,44,Male,21,Karachi,Engineer,Married,Upper Middle Class,DL-21739,Side-swipe,City Intersection,1/15/2018,8:30,Foggy,Wet,Major,65,2,High,7,Defensive Driving,12,Defensive Driving,SUV,Toyota,Prado,2022,Urban,60,Yes,Moderate,38,Yes
977,Ayesha Ali,30,Female,9,Islamabad,Accountant,Single,Middle Class,DL-91823,Rear-end,Main Road,5/24/2022,13:45,Sunny,Dry,Minor,55,0,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Civic,2021,Urban,50,Yes,Good,27,Yes
978,Farhan Ahmed,40,Male,17,Lahore,Businessman,Married,Upper Class,DL-42319,Rear-end,Main Road,01/09/2019,10:00,Sunny,Dry,Major,75,1,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Corolla,2020,Urban,50,Yes,Good,35,Yes
979,Sana Malik,34,Female,13,Karachi,Engineer,Single,Middle Class,DL-13972,Head-on,Highway,3/25/2022,16:15,Cloudy,Wet,Major,70,2,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Camry,2021,Urban,50,Yes,Good,32,Yes
980,Fahad Khan,37,Male,15,Islamabad,Businessman,Married,Upper Class,DL-52917,Side-swipe,City Intersection,12/28/2018,11:15,Sunny,Dry,Minor,50,0,Low,3,Defensive Driving,10,Defensive Driving,SUV,Toyota,Prado,2021,Urban,60,Yes,Good,30,Yes
981,Zoya Ahmed,33,Female,12,Lahore,Accountant,Single,Middle Class,DL-63321,Rear-end,Main Road,05/07/2014,9:30,Sunny,Dry,Major,70,1,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Accord,2020,Urban,50,Yes,Good,22,Yes
982,Ahmed Raza,39,Male,18,Karachi,Businessman,Married,Upper Class,DL-62934,Rear-end,Main Road,09/10/2023,10:45,Sunny,Dry,Minor,55,1,High,6,Defensive Driving,15,Defensive Driving,Hatchback,Suzuki,Swift,2020,Urban,40,Yes,Good,35,Yes
983,Sania Khan,29,Female,8,Karachi,Lawyer,Single,Middle Class,DL-82917,Rear-end,Main Road,02/11/2020,12:30,Sunny,Dry,Major,70,2,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Corolla,2021,Urban,50,Yes,Good,25,Yes
984,Kamran Ali,37,Male,15,Islamabad,Engineer,Married,Upper Middle Class,DL-83421,Side-swipe,City Intersection,6/20/2015,11:15,Sunny,Dry,Minor,50,0,Low,3,Defensive Driving,10,Defensive Driving,SUV,Toyota,Fortuner,2021,Urban,60,Yes,Good,30,Yes
985,Saba Malik,33,Female,12,Lahore,Accountant,Single,Middle Class,DL-53917,Rear-end,Main Road,1/13/2014,9:45,Sunny,Dry,Major,70,1,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Civic,2021,Urban,50,Yes,Good,27,Yes
986,Imran Khan,38,Male,16,Karachi,Businessman,Married,Upper Class,DL-24139,Rear-end,Main Road,08/08/2022,14:30,Sunny,Dry,Major,70,0,Moderate,2,Defensive Driving,8,Defensive Driving,Sedan,Honda,Accord,2021,Urban,50,Yes,Good,30,Yes
987,Ayesha Ahmed,32,Female,10,Karachi,Accountant,Single,Middle Class,DL-32841,Side-swipe,City Intersection,4/27/2018,11:00,Sunny,Dry,Minor,60,2,Low,4,Defensive Driving,12,Defensive Driving,Hatchback,Suzuki,Swift,2020,Urban,40,Yes,Good,28,Yes
988,Ahmed Raza,39,Male,18,Lahore,Doctor,Married,Upper Middle Class,DL-46227,Rear-end,Main Road,9/16/2018,9:45,Sunny,Dry,Major,70,1,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Toyota,Corolla,2021,Urban,50,Yes,Good,24,Yes
989,Sana Khan,27,Female,7,Karachi,Engineer,Single,Middle Class,DL-68123,Side-swipe,City Intersection,11/15/2017,8:30,Foggy,Wet,Major,65,2,High,7,Defensive Driving,12,Defensive Driving,SUV,Toyota,Prado,2022,Urban,60,Yes,Moderate,38,Yes
990,Ayesha Ali,30,Female,9,Islamabad,Accountant,Single,Middle Class,DL-62815,Rear-end,Main Road,12/31/2014,13:45,Sunny,Dry,Minor,55,0,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Civic,2021,Urban,50,Yes,Good,27,Yes
991,Farhan Ahmed,40,Male,17,Lahore,Businessman,Married,Upper Class,DL-12369,Rear-end,Main Road,3/23/2015,10:00,Sunny,Dry,Major,75,1,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Corolla,2020,Urban,50,Yes,Good,35,Yes
992,Sana Malik,34,Female,13,Karachi,Engineer,Single,Middle Class,DL-31947,Head-on,Highway,6/26/2020,16:15,Cloudy,Wet,Major,70,2,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Camry,2021,Urban,50,Yes,Good,32,Yes
993,Fahad Khan,37,Male,15,Islamabad,Businessman,Married,Upper Class,DL-32917,Side-swipe,City Intersection,10/13/2020,11:15,Sunny,Dry,Minor,50,0,Low,3,Defensive Driving,10,Defensive Driving,SUV,Toyota,Prado,2021,Urban,60,Yes,Good,30,Yes
994,Zoya Ahmed,33,Female,12,Lahore,Accountant,Single,Middle Class,DL-42193,Rear-end,Main Road,06/08/2019,9:30,Sunny,Dry,Major,70,1,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Accord,2020,Urban,50,Yes,Good,22,Yes
995,Ahmed Raza,39,Male,18,Karachi,Businessman,Married,Upper Class,DL-62984,Rear-end,Main Road,01/05/2016,10:45,Sunny,Dry,Minor,55,1,High,6,Defensive Driving,15,Defensive Driving,Hatchback,Suzuki,Swift,2020,Urban,40,Yes,Good,35,Yes
996,Sania Khan,29,Female,8,Karachi,Lawyer,Single,Middle Class,DL-72519,Rear-end,Main Road,2/17/2022,12:30,Sunny,Dry,Major,70,2,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Corolla,2021,Urban,50,Yes,Good,25,Yes
997,Kamran Ali,37,Male,15,Islamabad,Engineer,Married,Upper Middle Class,DL-93412,Side-swipe,City Intersection,4/23/2019,11:15,Sunny,Dry,Minor,50,0,Low,3,Defensive Driving,10,Defensive Driving,SUV,Toyota,Fortuner,2021,Urban,60,Yes,Good,30,Yes
998,Saba Malik,33,Female,12,Lahore,Accountant,Single,Middle Class,DL-78312,Rear-end,Main Road,7/18/2016,9:45,Sunny,Dry,Major,70,1,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Toyota,Corolla,2021,Urban,50,Yes,Good,27,Yes
999,Imran Khan,44,Male,21,Karachi,Engineer,Married,Upper Middle Class,DL-21739,Side-swipe,City Intersection,11/12/2018,8:30,Foggy,Wet,Major,65,2,High,7,Defensive Driving,12,Defensive Driving,SUV,Toyota,Prado,2022,Urban,60,Yes,Moderate,38,Yes
1000,Ayesha Ali,30,Female,9,Islamabad,Accountant,Single,Middle Class,DL-91823,Rear-end,Main Road,08/09/2017,13:45,Sunny,Dry,Minor,55,0,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Civic,2021,Urban,50,Yes,Good,27,Yes
1001,Farhan Ahmed,40,Male,17,Lahore,Businessman,Married,Upper Class,DL-41379,Rear-end,Main Road,11/01/2019,10:00,Sunny,Dry,Major,75,1,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Corolla,2020,Urban,50,Yes,Good,35,Yes
1002,Sana Malik,34,Female,13,Karachi,Engineer,Single,Middle Class,DL-21936,Head-on,Highway,11/22/2017,16:15,Cloudy,Wet,Major,70,2,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Camry,2021,Urban,50,Yes,Good,32,Yes
1003,Fahad Khan,37,Male,15,Islamabad,Businessman,Married,Upper Class,DL-62173,Side-swipe,City Intersection,6/18/2021,11:15,Sunny,Dry,Minor,50,0,Low,3,Defensive Driving,10,Defensive Driving,SUV,Toyota,Prado,2021,Urban,60,Yes,Good,30,Yes
1004,Zoya Ahmed,33,Female,12,Lahore,Accountant,Single,Middle Class,DL-64192,Rear-end,Main Road,10/08/2014,9:30,Sunny,Dry,Major,70,1,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Accord,2020,Urban,50,Yes,Good,22,Yes
1005,Ahmed Raza,39,Male,18,Karachi,Businessman,Married,Upper Class,DL-42963,Rear-end,Main Road,10/22/2016,10:45,Sunny,Dry,Minor,55,1,High,6,Defensive Driving,15,Defensive Driving,Hatchback,Suzuki,Swift,2020,Urban,40,Yes,Good,35,Yes
1006,Sania Khan,29,Female,8,Karachi,Lawyer,Single,Middle Class,DL-82179,Rear-end,Main Road,04/03/2019,12:30,Sunny,Dry,Major,70,2,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Corolla,2021,Urban,50,Yes,Good,25,Yes
1007,Kamran Ali,37,Male,15,Islamabad,Engineer,Married,Upper Middle Class,DL-23914,Side-swipe,City Intersection,12/14/2016,11:15,Sunny,Dry,Minor,50,0,Low,3,Defensive Driving,10,Defensive Driving,SUV,Toyota,Fortuner,2021,Urban,60,Yes,Good,30,Yes
1008,Saba Malik,33,Female,12,Lahore,Accountant,Single,Middle Class,DL-51329,Rear-end,Main Road,03/09/2016,9:45,Sunny,Dry,Major,70,1,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Civic,2021,Urban,50,Yes,Good,27,Yes
1009,Imran Khan,38,Male,16,Karachi,Businessman,Married,Upper Class,DL-23179,Rear-end,Main Road,11/05/2017,8:30,Foggy,Wet,Major,65,2,High,7,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Camry,2021,Urban,50,Yes,Moderate,32,Yes
1010,Ayesha Ali,30,Female,9,Islamabad,Accountant,Single,Middle Class,DL-72981,Rear-end,Main Road,12/02/2015,13:45,Sunny,Dry,Minor,55,0,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Civic,2021,Urban,50,Yes,Good,27,Yes
1011,Farhan Ahmed,40,Male,17,Lahore,Businessman,Married,Upper Class,DL-31729,Rear-end,Main Road,08/07/2015,10:00,Sunny,Dry,Major,75,1,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Corolla,2020,Urban,50,Yes,Good,35,Yes
1012,Sana Malik,34,Female,13,Karachi,Engineer,Single,Middle Class,DL-31492,Head-on,Highway,4/13/2018,16:15,Cloudy,Wet,Major,70,2,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Camry,2021,Urban,50,Yes,Good,32,Yes
1013,Fahad Khan,37,Male,15,Islamabad,Businessman,Married,Upper Class,DL-62841,Side-swipe,City Intersection,11/19/2022,11:15,Sunny,Dry,Minor,50,0,Low,3,Defensive Driving,10,Defensive Driving,SUV,Toyota,Prado,2021,Urban,60,Yes,Good,30,Yes
1014,Zoya Ahmed,33,Female,12,Lahore,Accountant,Single,Middle Class,DL-91382,Rear-end,Main Road,12/15/2014,9:30,Sunny,Dry,Major,70,1,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Accord,2020,Urban,50,Yes,Good,22,Yes
1015,Ahmed Raza,39,Male,18,Karachi,Businessman,Married,Upper Class,DL-53129,Rear-end,Main Road,8/24/2019,10:45,Sunny,Dry,Minor,55,1,High,6,Defensive Driving,15,Defensive Driving,Hatchback,Suzuki,Swift,2020,Urban,40,Yes,Good,35,Yes
1016,Sania Khan,29,Female,8,Karachi,Lawyer,Single,Middle Class,DL-71938,Rear-end,Main Road,2/23/2016,12:30,Sunny,Dry,Major,70,2,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Corolla,2021,Urban,50,Yes,Good,25,Yes
1017,Kamran Ali,37,Male,15,Islamabad,Engineer,Married,Upper Middle Class,DL-32947,Side-swipe,City Intersection,5/19/2015,11:15,Sunny,Dry,Minor,50,0,Low,3,Defensive Driving,10,Defensive Driving,SUV,Toyota,Fortuner,2021,Urban,60,Yes,Good,30,Yes
1018,Saba Malik,33,Female,12,Lahore,Accountant,Single,Middle Class,DL-48291,Rear-end,Main Road,9/26/2019,9:45,Sunny,Dry,Major,70,1,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Civic,2021,Urban,50,Yes,Good,27,Yes
1019,Imran Khan,39,Male,16,Karachi,Businessman,Married,Upper Class,DL-23471,Rear-end,Main Road,6/23/2016,8:30,Foggy,Wet,Major,65,2,High,7,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Camry,2021,Urban,50,Yes,Moderate,32,Yes
1020,Ayesha Ali,30,Female,9,Islamabad,Accountant,Single,Middle Class,DL-82193,Rear-end,Main Road,01/10/2016,13:45,Sunny,Dry,Minor,55,0,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Civic,2021,Urban,50,Yes,Good,27,Yes
1021,Farhan Ahmed,41,Male,17,Lahore,Businessman,Married,Upper Class,DL-73192,Rear-end,Main Road,12/03/2015,10:00,Sunny,Dry,Major,75,1,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Corolla,2020,Urban,50,Yes,Good,35,Yes
1022,Sana Malik,34,Female,13,Karachi,Engineer,Single,Middle Class,DL-81392,Head-on,Highway,05/11/2016,16:15,Cloudy,Wet,Major,70,2,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Camry,2021,Urban,50,Yes,Good,32,Yes
1023,Fahad Khan,38,Male,15,Islamabad,Businessman,Married,Upper Class,DL-42916,Side-swipe,City Intersection,03/01/2004,11:15,Sunny,Dry,Minor,50,0,Low,3,Defensive Driving,10,Defensive Driving,SUV,Toyota,Prado,2021,Urban,60,Yes,Good,30,Yes
1024,Zoya Ahmed,34,Female,12,Lahore,Accountant,Single,Middle Class,DL-91732,Rear-end,Main Road,02/04/2014,9:30,Sunny,Dry,Major,70,1,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Accord,2020,Urban,50,Yes,Good,22,Yes
1025,Ahmed Raza,40,Male,18,Karachi,Businessman,Married,Upper Class,DL-41931,Rear-end,Main Road,12/08/2023,10:45,Sunny,Dry,Minor,55,1,High,6,Defensive Driving,15,Defensive Driving,Hatchback,Suzuki,Swift,2020,Urban,40,Yes,Good,35,Yes
1026,Sania Khan,30,Female,8,Karachi,Lawyer,Single,Middle Class,DL-61943,Rear-end,Main Road,09/10/2022,12:30,Sunny,Dry,Major,70,2,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Corolla,2021,Urban,50,Yes,Good,25,Yes
1027,Kamran Ali,38,Male,15,Islamabad,Engineer,Married,Upper Middle Class,DL-52371,Side-swipe,City Intersection,03/05/2017,11:15,Sunny,Dry,Minor,50,0,Low,3,Defensive Driving,10,Defensive Driving,SUV,Toyota,Fortuner,2021,Urban,60,Yes,Good,30,Yes
1028,Saba Malik,34,Female,12,Lahore,Accountant,Single,Middle Class,DL-81947,Rear-end,Main Road,7/25/2014,9:45,Sunny,Dry,Major,70,1,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Civic,2021,Urban,50,Yes,Good,27,Yes
1029,Imran Khan,40,Male,16,Karachi,Businessman,Married,Upper Class,DL-33471,Rear-end,Main Road,12/20/2016,8:30,Foggy,Wet,Major,65,2,High,7,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Camry,2021,Urban,50,Yes,Moderate,32,Yes
1030,Ayesha Ali,31,Female,9,Islamabad,Accountant,Single,Middle Class,DL-82917,Rear-end,Main Road,9/28/2018,13:45,Sunny,Dry,Minor,55,0,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Civic,2021,Urban,50,Yes,Good,27,Yes
1031,Farhan Ahmed,42,Male,17,Lahore,Businessman,Married,Upper Class,DL-73192,Rear-end,Main Road,1/25/2019,10:00,Sunny,Dry,Major,75,1,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Corolla,2020,Urban,50,Yes,Good,35,Yes
1032,Sana Malik,35,Female,13,Karachi,Engineer,Single,Middle Class,DL-81392,Head-on,Highway,11/24/2014,16:15,Cloudy,Wet,Major,70,2,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Camry,2021,Urban,50,Yes,Good,32,Yes
1033,Fahad Khan,39,Male,15,Islamabad,Businessman,Married,Upper Class,DL-42916,Side-swipe,City Intersection,01/06/2015,11:15,Sunny,Dry,Minor,50,0,Low,3,Defensive Driving,10,Defensive Driving,SUV,Toyota,Prado,2021,Urban,60,Yes,Good,30,Yes
1034,Zoya Ahmed,35,Female,12,Lahore,Accountant,Single,Middle Class,DL-91732,Rear-end,Main Road,4/17/2021,9:30,Sunny,Dry,Major,70,1,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Accord,2020,Urban,50,Yes,Good,22,Yes
1035,Ahmed Raza,41,Male,18,Karachi,Businessman,Married,Upper Class,DL-41931,Rear-end,Main Road,8/29/2017,10:45,Sunny,Dry,Minor,55,1,High,6,Defensive Driving,15,Defensive Driving,Hatchback,Suzuki,Swift,2020,Urban,40,Yes,Good,35,Yes
1036,Sania Khan,31,Female,8,Karachi,Lawyer,Single,Middle Class,DL-61943,Rear-end,Main Road,10/14/2022,12:30,Sunny,Dry,Major,70,2,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Corolla,2021,Urban,50,Yes,Good,25,Yes
1037,Kamran Ali,39,Male,15,Islamabad,Engineer,Married,Upper Middle Class,DL-52371,Side-swipe,City Intersection,3/31/2015,11:15,Sunny,Dry,Minor,50,0,Low,3,Defensive Driving,10,Defensive Driving,SUV,Toyota,Fortuner,2021,Urban,60,Yes,Good,30,Yes
1038,Saba Malik,35,Female,12,Lahore,Accountant,Single,Middle Class,DL-81947,Rear-end,Main Road,09/05/2014,9:45,Sunny,Dry,Major,70,1,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Civic,2021,Urban,50,Yes,Good,27,Yes
1039,Imran Khan,41,Male,16,Karachi,Businessman,Married,Upper Class,DL-33471,Rear-end,Main Road,06/02/2017,8:30,Foggy,Wet,Major,65,2,High,7,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Camry,2021,Urban,50,Yes,Moderate,32,Yes
1040,Ayesha Ali,32,Female,9,Islamabad,Accountant,Single,Middle Class,DL-82917,Rear-end,Main Road,01/07/2016,13:45,Sunny,Dry,Minor,55,0,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Civic,2021,Urban,50,Yes,Good,27,Yes
1041,Farhan Ahmed,43,Male,17,Lahore,Businessman,Married,Upper Class,DL-73192,Rear-end,Main Road,12/27/2018,10:00,Sunny,Dry,Major,75,1,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Corolla,2020,Urban,50,Yes,Good,35,Yes
1042,Sana Malik,36,Female,13,Karachi,Engineer,Single,Middle Class,DL-81392,Head-on,Highway,11/25/2022,16:15,Cloudy,Wet,Major,70,2,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Camry,2021,Urban,50,Yes,Good,32,Yes
1043,Fahad Khan,40,Male,15,Islamabad,Businessman,Married,Upper Class,DL-42916,Side-swipe,City Intersection,8/15/2022,11:15,Sunny,Dry,Minor,50,0,Low,3,Defensive Driving,10,Defensive Driving,SUV,Toyota,Prado,2021,Urban,60,Yes,Good,30,Yes
1044,Zoya Ahmed,36,Female,12,Lahore,Accountant,Single,Middle Class,DL-91732,Rear-end,Main Road,3/18/2019,9:30,Sunny,Dry,Major,70,1,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Accord,2020,Urban,50,Yes,Good,22,Yes
1045,Ahmed Raza,42,Male,18,Karachi,Businessman,Married,Upper Class,DL-41931,Rear-end,Main Road,05/02/2014,10:45,Sunny,Dry,Minor,55,1,High,6,Defensive Driving,15,Defensive Driving,Hatchback,Suzuki,Swift,2020,Urban,40,Yes,Good,35,Yes
1046,Sania Khan,32,Female,8,Karachi,Lawyer,Single,Middle Class,DL-61943,Rear-end,Main Road,5/30/2023,12:30,Sunny,Dry,Major,70,2,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Corolla,2021,Urban,50,Yes,Good,25,Yes
1047,Kamran Ali,40,Male,15,Islamabad,Engineer,Married,Upper Middle Class,DL-52371,Side-swipe,City Intersection,11/09/2022,11:15,Sunny,Dry,Minor,50,0,Low,3,Defensive Driving,10,Defensive Driving,SUV,Toyota,Fortuner,2021,Urban,60,Yes,Good,30,Yes
1048,Saba Malik,36,Female,12,Lahore,Accountant,Single,Middle Class,DL-81947,Rear-end,Main Road,6/15/2018,9:45,Sunny,Dry,Major,70,1,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Civic,2021,Urban,50,Yes,Good,27,Yes
1049,Imran Khan,42,Male,16,Karachi,Businessman,Married,Upper Class,DL-33471,Rear-end,Main Road,10/20/2014,8:30,Foggy,Wet,Major,65,2,High,7,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Camry,2021,Urban,50,Yes,Moderate,32,Yes
1050,Ayesha Ali,33,Female,9,Islamabad,Accountant,Single,Middle Class,DL-82917,Rear-end,Main Road,10/12/2018,13:45,Sunny,Dry,Minor,55,0,Low,4,Defensive Driving,10,Defensive Driving,Sedan,Honda,Civic,2021,Urban,50,Yes,Good,27,Yes
1051,Farhan Ahmed,44,Male,17,Lahore,Businessman,Married,Upper Class,DL-73192,Rear-end,Main Road,02/01/2009,10:00,Sunny,Dry,Major,75,1,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Corolla,2020,Urban,50,Yes,Good,35,Yes
1052,Sana Malik,37,Female,13,Karachi,Engineer,Single,Middle Class,DL-81392,Head-on,Highway,06/04/2020,16:15,Cloudy,Wet,Major,70,2,Moderate,5,Defensive Driving,12,Defensive Driving,Sedan,Toyota,Camry,2021,Urban,50,Yes,Good,32,Yes
